Gene stable ID	Gene stable ID version	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000020894	ENSMUSG00000020894.17	Vamp2	ENSG00000220205	VAMP2
ENSMUSG00000119340	ENSMUSG00000119340.1	AC118474.1	ENSG00000221461	U3
ENSMUSG00000026259	ENSMUSG00000026259.15	Ngef	ENSG00000066248	NGEF
ENSMUSG00000078439	ENSMUSG00000078439.10	Smim24	ENSG00000095932	SMIM24
ENSMUSG00000022000	ENSMUSG00000022000.12	Zc3h13	ENSG00000123200	ZC3H13
ENSMUSG00000044313	ENSMUSG00000044313.14	Mab21l3	ENSG00000173212	MAB21L3
ENSMUSG00000119637	ENSMUSG00000119637.1	AC172750.15	ENSG00000207014	SNORD116-3
ENSMUSG00000119637	ENSMUSG00000119637.1	AC172750.15	ENSG00000207442	SNORD116-6
ENSMUSG00000119637	ENSMUSG00000119637.1	AC172750.15	ENSG00000275529	SNORD116-4
ENSMUSG00000119637	ENSMUSG00000119637.1	AC172750.15	ENSG00000206727	SNORD116-9
ENSMUSG00000119637	ENSMUSG00000119637.1	AC172750.15	ENSG00000207093	SNORD116-8
ENSMUSG00000119637	ENSMUSG00000119637.1	AC172750.15	ENSG00000207001	SNORD116-2
ENSMUSG00000119637	ENSMUSG00000119637.1	AC172750.15	ENSG00000207063	SNORD116-1
ENSMUSG00000119637	ENSMUSG00000119637.1	AC172750.15	ENSG00000207191	SNORD116-5
ENSMUSG00000119637	ENSMUSG00000119637.1	AC172750.15	ENSG00000207133	SNORD116-7
ENSMUSG00000055053	ENSMUSG00000055053.19	Nfic	ENSG00000141905	NFIC
ENSMUSG00000035199	ENSMUSG00000035199.7	Arl6ip5	ENSG00000144746	ARL6IP5
ENSMUSG00000020893	ENSMUSG00000020893.18	Per1	ENSG00000179094	PER1
ENSMUSG00000062609	ENSMUSG00000062609.15	Kcnj15	ENSG00000157551	KCNJ15
ENSMUSG00000033147	ENSMUSG00000033147.17	Slc22a15	ENSG00000163393	SLC22A15
ENSMUSG00000091722	ENSMUSG00000091722.3	Siah3	ENSG00000215475	SIAH3
ENSMUSG00000044086	ENSMUSG00000044086.9	Lmod3	ENSG00000163380	LMOD3
ENSMUSG00000037638	ENSMUSG00000037638.6	Zbtb42	ENSG00000179627	ZBTB42
ENSMUSG00000034913	ENSMUSG00000034913.11	Cby2	ENSG00000174015	CBY2
ENSMUSG00000030064	ENSMUSG00000030064.17	Frmd4b	ENSG00000114541	FRMD4B
ENSMUSG00000031298	ENSMUSG00000031298.16	Adgrg2	ENSG00000173698	ADGRG2
ENSMUSG00000049744	ENSMUSG00000049744.16	Arhgap15	ENSG00000075884	ARHGAP15
ENSMUSG00000072825	ENSMUSG00000072825.12	Cep170b	ENSG00000099814	CEP170B
ENSMUSG00000036036	ENSMUSG00000036036.16	Zfp57	ENSG00000204644	ZFP57
ENSMUSG00000109324	ENSMUSG00000109324.3	Prmt1	ENSG00000126457	PRMT1
ENSMUSG00000022002	ENSMUSG00000022002.3	Erich6b	ENSG00000165837	ERICH6B
ENSMUSG00000025086	ENSMUSG00000025086.14	Trub1	ENSG00000165832	TRUB1
ENSMUSG00000034893	ENSMUSG00000034893.10	Cog3	ENSG00000136152	COG3
ENSMUSG00000048540	ENSMUSG00000048540.9	Nhlh2	ENSG00000177551	NHLH2
ENSMUSG00000079434	ENSMUSG00000079434.9	Neu2	ENSG00000115488	NEU2
ENSMUSG00000090206	ENSMUSG00000090206.9	Tepp	ENSG00000159648	TEPP
ENSMUSG00000040732	ENSMUSG00000040732.21	Erg	ENSG00000157554	ERG
ENSMUSG00000027861	ENSMUSG00000027861.14	Casq2	ENSG00000118729	CASQ2
ENSMUSG00000032399	ENSMUSG00000032399.9	Rpl4	ENSG00000174444	RPL4
ENSMUSG00000026288	ENSMUSG00000026288.15	Inpp5d	ENSG00000168918	INPP5D
ENSMUSG00000036890	ENSMUSG00000036890.14	Gtdc1	ENSG00000121964	GTDC1
ENSMUSG00000027860	ENSMUSG00000027860.16	Vangl1	ENSG00000173218	VANGL1
ENSMUSG00000076439	ENSMUSG00000076439.13	Mog	ENSG00000204655	MOG
ENSMUSG00000064725	ENSMUSG00000064725.3	Snord96a	ENSG00000272296	SNORD96A
ENSMUSG00000034818	ENSMUSG00000034818.18	Celf5	ENSG00000161082	CELF5
ENSMUSG00000022003	ENSMUSG00000022003.8	Slc25a30	ENSG00000174032	SLC25A30
ENSMUSG00000054843	ENSMUSG00000054843.10	Atrnl1	ENSG00000107518	ATRNL1
ENSMUSG00000046556	ENSMUSG00000046556.8	Zfp319	ENSG00000166188	ZNF319
ENSMUSG00000024462	ENSMUSG00000024462.18	Gabbr1	ENSG00000204681	GABBR1
ENSMUSG00000031792	ENSMUSG00000031792.16	Usb1	ENSG00000103005	USB1
ENSMUSG00000052160	ENSMUSG00000052160.8	Pld4	ENSG00000166428	PLD4
ENSMUSG00000026872	ENSMUSG00000026872.19	Zeb2	ENSG00000169554	ZEB2
ENSMUSG00000023008	ENSMUSG00000023008.19	Fmnl3	ENSG00000161791	FMNL3
ENSMUSG00000027859	ENSMUSG00000027859.11	Ngf	ENSG00000134259	NGF
ENSMUSG00000031790	ENSMUSG00000031790.9	Mmp15	ENSG00000102996	MMP15
ENSMUSG00000105886	ENSMUSG00000105886.3	Gm22813	ENSG00000281516	AC112786.2
ENSMUSG00000105886	ENSMUSG00000105886.3	Gm22813	ENSG00000281394	SCARNA4
ENSMUSG00000105886	ENSMUSG00000105886.3	Gm22813	ENSG00000280466	SCARNA4
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000277473	Metazoa_SRP
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000240116	RN7SL303P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000244512	RN7SL28P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000277141	Metazoa_SRP
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000240853	RN7SL328P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000241229	RN7SL443P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000240173	RN7SL771P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000239744	RN7SL63P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000265123	RN7SL200P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000272232	RN7SL726P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000240457	RN7SL472P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000241082	RN7SL259P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000244521	RN7SL700P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000240750	RN7SL559P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000266128	RN7SL366P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000244197	RN7SL766P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000263595	RN7SL823P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000243267	RN7SL614P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000276956	RN7SL769P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000266828	RN7SL712P
ENSMUSG00000093191	ENSMUSG00000093191.4	Gm22876	ENSG00000265093	RN7SL246P
ENSMUSG00000032398	ENSMUSG00000032398.8	Snapc5	ENSG00000174446	SNAPC5
ENSMUSG00000020238	ENSMUSG00000020238.15	Ncln	ENSG00000125912	NCLN
ENSMUSG00000065878	ENSMUSG00000065878.3	Snord34	ENSG00000202503	SNORD34
ENSMUSG00000023781	ENSMUSG00000023781.3	Hes7	ENSG00000179111	HES7
ENSMUSG00000035158	ENSMUSG00000035158.16	Mitf	ENSG00000187098	MITF
ENSMUSG00000004936	ENSMUSG00000004936.9	Map2k1	ENSG00000169032	MAP2K1
ENSMUSG00000060126	ENSMUSG00000060126.15	Tpt1	ENSG00000133112	TPT1
ENSMUSG00000070867	ENSMUSG00000070867.5	Trabd2b	ENSG00000269113	TRABD2B
ENSMUSG00000020892	ENSMUSG00000020892.11	Aloxe3	ENSG00000179148	ALOXE3
ENSMUSG00000068082	ENSMUSG00000068082.13	Grxcr1	ENSG00000215203	GRXCR1
ENSMUSG00000027858	ENSMUSG00000027858.14	Tspan2	ENSG00000134198	TSPAN2
ENSMUSG00000031796	ENSMUSG00000031796.8	Cfap20	ENSG00000070761	CFAP20
ENSMUSG00000037653	ENSMUSG00000037653.8	Kctd8	ENSG00000183783	KCTD8
ENSMUSG00000022895	ENSMUSG00000022895.17	Ets2	ENSG00000157557	ETS2
ENSMUSG00000055210	ENSMUSG00000055210.5	Foxd2	ENSG00000186564	FOXD2
ENSMUSG00000003190	ENSMUSG00000003190.13	Bcl2l12	ENSG00000126453	BCL2L12
ENSMUSG00000118667	ENSMUSG00000118667.1	Ahnak2	ENSG00000185567	AHNAK2
ENSMUSG00000037594	ENSMUSG00000037594.12	Clba1	ENSG00000140104	CLBA1
ENSMUSG00000067995	ENSMUSG00000067995.5	Gtf2f2	ENSG00000188342	GTF2F2
ENSMUSG00000044518	ENSMUSG00000044518.4	Foxe3	ENSG00000186790	FOXE3
ENSMUSG00000028719	ENSMUSG00000028719.9	Cmpk1	ENSG00000162368	CMPK1
ENSMUSG00000029158	ENSMUSG00000029158.10	Yipf7	ENSG00000177752	YIPF7
ENSMUSG00000047832	ENSMUSG00000047832.10	Cdca4	ENSG00000170779	CDCA4
ENSMUSG00000046523	ENSMUSG00000046523.6	Kctd4	ENSG00000180332	KCTD4
ENSMUSG00000118997	ENSMUSG00000118997.1	AC221015.13	ENSG00000207014	SNORD116-3
ENSMUSG00000118997	ENSMUSG00000118997.1	AC221015.13	ENSG00000207442	SNORD116-6
ENSMUSG00000118997	ENSMUSG00000118997.1	AC221015.13	ENSG00000275529	SNORD116-4
ENSMUSG00000118997	ENSMUSG00000118997.1	AC221015.13	ENSG00000206727	SNORD116-9
ENSMUSG00000118997	ENSMUSG00000118997.1	AC221015.13	ENSG00000207093	SNORD116-8
ENSMUSG00000118997	ENSMUSG00000118997.1	AC221015.13	ENSG00000207001	SNORD116-2
ENSMUSG00000118997	ENSMUSG00000118997.1	AC221015.13	ENSG00000207063	SNORD116-1
ENSMUSG00000118997	ENSMUSG00000118997.1	AC221015.13	ENSG00000207191	SNORD116-5
ENSMUSG00000118997	ENSMUSG00000118997.1	AC221015.13	ENSG00000207133	SNORD116-7
ENSMUSG00000027857	ENSMUSG00000027857.11	Tshb	ENSG00000134200	TSHB
ENSMUSG00000003184	ENSMUSG00000003184.16	Irf3	ENSG00000126456	IRF3
ENSMUSG00000032807	ENSMUSG00000032807.6	Alox12b	ENSG00000179477	ALOX12B
ENSMUSG00000046707	ENSMUSG00000046707.10	Csnk2a2	ENSG00000070770	CSNK2A2
ENSMUSG00000029208	ENSMUSG00000029208.17	Guf1	ENSG00000151806	GUF1
ENSMUSG00000025089	ENSMUSG00000025089.16	Gfra1	ENSG00000151892	GFRA1
ENSMUSG00000002799	ENSMUSG00000002799.7	Jag2	ENSG00000184916	JAG2
ENSMUSG00000022009	ENSMUSG00000022009.2	Nufip1	ENSG00000083635	NUFIP1
ENSMUSG00000027855	ENSMUSG00000027855.14	Sycp1	ENSG00000198765	SYCP1
ENSMUSG00000035337	ENSMUSG00000035337.4	Uchl4	ENSG00000118939	UCHL3
ENSMUSG00000032397	ENSMUSG00000032397.8	Tipin	ENSG00000075131	TIPIN
ENSMUSG00000028718	ENSMUSG00000028718.17	Stil	ENSG00000123473	STIL
ENSMUSG00000044199	ENSMUSG00000044199.7	S1pr4	ENSG00000125910	S1PR4
ENSMUSG00000056600	ENSMUSG00000056600.5	Olfr90	ENSG00000204657	OR2H2
ENSMUSG00000034792	ENSMUSG00000034792.9	Gna15	ENSG00000060558	GNA15
ENSMUSG00000022010	ENSMUSG00000022010.20	Tsc22d1	ENSG00000102804	TSC22D1
ENSMUSG00000119433	ENSMUSG00000119433.1	AC110908.1	ENSG00000206722	RNU6-1074P
ENSMUSG00000105120	ENSMUSG00000105120.3	Gm26413	ENSG00000281516	AC112786.2
ENSMUSG00000105120	ENSMUSG00000105120.3	Gm26413	ENSG00000281394	SCARNA4
ENSMUSG00000105120	ENSMUSG00000105120.3	Gm26413	ENSG00000280466	SCARNA4
ENSMUSG00000022913	ENSMUSG00000022913.17	Psmg1	ENSG00000183527	PSMG1
ENSMUSG00000032396	ENSMUSG00000032396.18	Dis3l	ENSG00000166938	DIS3L
ENSMUSG00000064517	ENSMUSG00000064517.3	Gm22454	ENSG00000206969	RNU6-1316P
ENSMUSG00000020891	ENSMUSG00000020891.12	Alox8	ENSG00000179593	ALOX15B
ENSMUSG00000038406	ENSMUSG00000038406.18	Scaf1	ENSG00000126461	SCAF1
ENSMUSG00000034781	ENSMUSG00000034781.6	Gna11	ENSG00000088256	GNA11
ENSMUSG00000090667	ENSMUSG00000090667.3	Mdfic2	ENSG00000242120	MDFIC2
ENSMUSG00000002804	ENSMUSG00000002804.5	Nudt14	ENSG00000183828	NUDT14
ENSMUSG00000052155	ENSMUSG00000052155.6	Acvr2a	ENSG00000121989	ACVR2A
ENSMUSG00000035186	ENSMUSG00000035186.7	Ubd	ENSG00000213886	UBD
ENSMUSG00000022914	ENSMUSG00000022914.18	Brwd1	ENSG00000185658	BRWD1
ENSMUSG00000043827	ENSMUSG00000043827.10	Olfr94	ENSG00000237988	OR2I1P
ENSMUSG00000025090	ENSMUSG00000025090.10	Ccdc172	ENSG00000182645	CCDC172
ENSMUSG00000049561	ENSMUSG00000049561.10	Olfr95	ENSG00000206474	OR10C1
ENSMUSG00000064121	ENSMUSG00000064121.5	Olfr96	ENSG00000204694	OR11A1
ENSMUSG00000030067	ENSMUSG00000030067.18	Foxp1	ENSG00000285708	AC097634.4
ENSMUSG00000011158	ENSMUSG00000011158.9	Brf1	ENSG00000185024	BRF1
ENSMUSG00000054452	ENSMUSG00000054452.11	Tle5	ENSG00000104964	TLE5
ENSMUSG00000036598	ENSMUSG00000036598.5	Ccdc113	ENSG00000103021	CCDC113
ENSMUSG00000046008	ENSMUSG00000046008.9	Pnlip	ENSG00000175535	PNLIP
ENSMUSG00000052584	ENSMUSG00000052584.11	Serp2	ENSG00000151778	SERP2
ENSMUSG00000089375	ENSMUSG00000089375.3	Snord107	ENSG00000276314	SNORD107
ENSMUSG00000023010	ENSMUSG00000023010.16	Tmbim6	ENSG00000139644	TMBIM6
ENSMUSG00000026761	ENSMUSG00000026761.13	Orc4	ENSG00000115947	ORC4
ENSMUSG00000038387	ENSMUSG00000038387.10	Rras	ENSG00000126458	RRAS
ENSMUSG00000048400	ENSMUSG00000048400.14	Prss54	ENSG00000103023	PRSS54
ENSMUSG00000020890	ENSMUSG00000020890.12	Gucy2e	ENSG00000132518	GUCY2D
ENSMUSG00000034771	ENSMUSG00000034771.16	Tle2	ENSG00000065717	TLE2
ENSMUSG00000046574	ENSMUSG00000046574.9	Prr12	ENSG00000126464	PRR12
ENSMUSG00000002803	ENSMUSG00000002803.15	Btbd6	ENSG00000184887	BTBD6
ENSMUSG00000029209	ENSMUSG00000029209.16	Gnpda2	ENSG00000163281	GNPDA2
ENSMUSG00000044350	ENSMUSG00000044350.15	Lacc1	ENSG00000179630	LACC1
ENSMUSG00000044350	ENSMUSG00000044350.15	Lacc1	ENSG00000281883	AL512506.3
ENSMUSG00000042179	ENSMUSG00000042179.7	Pnliprp1	ENSG00000187021	PNLIPRP1
ENSMUSG00000028717	ENSMUSG00000028717.13	Tal1	ENSG00000162367	TAL1
ENSMUSG00000031669	ENSMUSG00000031669.11	Gins3	ENSG00000181938	GINS3
ENSMUSG00000021143	ENSMUSG00000021143.11	Pacs2	ENSG00000179364	PACS2
ENSMUSG00000031295	ENSMUSG00000031295.14	Phka2	ENSG00000044446	PHKA2
ENSMUSG00000034795	ENSMUSG00000034795.15	Ccdc122	ENSG00000151773	CCDC122
ENSMUSG00000007837	ENSMUSG00000007837.12	Prrg2	ENSG00000126460	PRRG2
ENSMUSG00000029184	ENSMUSG00000029184.6	Olfr109	ENSG00000112462	OR12D3
ENSMUSG00000036564	ENSMUSG00000036564.18	Ndrg4	ENSG00000103034	NDRG4
ENSMUSG00000028716	ENSMUSG00000028716.16	Pdzk1ip1	ENSG00000162366	PDZK1IP1
ENSMUSG00000025091	ENSMUSG00000025091.5	Pnliprp2	ENSG00000266200	PNLIPRP2
ENSMUSG00000077360	ENSMUSG00000077360.3	Gm23482	ENSG00000206903	SNORA24B
ENSMUSG00000027854	ENSMUSG00000027854.13	Sike1	ENSG00000052723	SIKE1
ENSMUSG00000036466	ENSMUSG00000036466.18	Megf11	ENSG00000157890	MEGF11
ENSMUSG00000032782	ENSMUSG00000032782.20	Cntrob	ENSG00000170037	CNTROB
ENSMUSG00000022012	ENSMUSG00000022012.10	Enox1	ENSG00000120658	ENOX1
ENSMUSG00000090894	ENSMUSG00000090894.5	Olfr110	ENSG00000243729	OR5V1
ENSMUSG00000026931	ENSMUSG00000026931.11	1700019N19Rik	ENSG00000165863	C10orf82
ENSMUSG00000068823	ENSMUSG00000068823.11	Csde1	ENSG00000009307	CSDE1
ENSMUSG00000090675	ENSMUSG00000090675.3	Olfr111	ENSG00000243729	OR5V1
ENSMUSG00000023009	ENSMUSG00000023009.15	Nckap5l	ENSG00000167566	NCKAP5L
ENSMUSG00000047155	ENSMUSG00000047155.14	Cyp4x1	ENSG00000186377	CYP4X1
ENSMUSG00000003421	ENSMUSG00000003421.14	Nosip	ENSG00000142546	NOSIP
ENSMUSG00000026289	ENSMUSG00000026289.16	Atg16l1	ENSG00000085978	ATG16L1
ENSMUSG00000080437	ENSMUSG00000080437.3	Gm24274	ENSG00000221023	RNU6ATAC19P
ENSMUSG00000077185	ENSMUSG00000077185.3	Gm25091	ENSG00000207500	SNORD102
ENSMUSG00000001260	ENSMUSG00000001260.11	Gabrg1	ENSG00000163285	GABRG1
ENSMUSG00000025092	ENSMUSG00000025092.8	Hspa12a	ENSG00000165868	HSPA12A
ENSMUSG00000012211	ENSMUSG00000012211.14	Tex22	ENSG00000226174	TEX22
ENSMUSG00000037525	ENSMUSG00000037525.6	Bcdin3d	ENSG00000186666	BCDIN3D
ENSMUSG00000021144	ENSMUSG00000021144.15	Mta1	ENSG00000182979	MTA1
ENSMUSG00000036792	ENSMUSG00000036792.13	Mbd5	ENSG00000204406	MBD5
ENSMUSG00000034758	ENSMUSG00000034758.13	Tle6	ENSG00000104953	TLE6
ENSMUSG00000023011	ENSMUSG00000023011.9	Faim2	ENSG00000135472	FAIM2
ENSMUSG00000049299	ENSMUSG00000049299.15	Trappc1	ENSG00000170043	TRAPPC1
ENSMUSG00000048029	ENSMUSG00000048029.11	Eno4	ENSG00000188316	ENO4
ENSMUSG00000050613	ENSMUSG00000050613.6	Olfr125	ENSG00000204695	OR14J1
ENSMUSG00000000560	ENSMUSG00000000560.10	Gabra2	ENSG00000151834	GABRA2
ENSMUSG00000018470	ENSMUSG00000018470.9	Kcnab3	ENSG00000170049	KCNAB3
ENSMUSG00000019539	ENSMUSG00000019539.12	Rcn3	ENSG00000142552	RCN3
ENSMUSG00000031671	ENSMUSG00000031671.12	Setd6	ENSG00000103037	SETD6
ENSMUSG00000022013	ENSMUSG00000022013.5	Dnajc15	ENSG00000120675	DNAJC15
ENSMUSG00000062168	ENSMUSG00000062168.13	Ppef1	ENSG00000086717	PPEF1
ENSMUSG00000074862	ENSMUSG00000074862.12	BC025920	ENSG00000175691	ZNF77
ENSMUSG00000022014	ENSMUSG00000022014.16	Epsti1	ENSG00000133106	EPSTI1
ENSMUSG00000049387	ENSMUSG00000049387.11	Cox7b2	ENSG00000170516	COX7B2
ENSMUSG00000034748	ENSMUSG00000034748.17	Sirt6	ENSG00000077463	SIRT6
ENSMUSG00000029211	ENSMUSG00000029211.12	Gabra4	ENSG00000109158	GABRA4
ENSMUSG00000084346	ENSMUSG00000084346.5	Cyp4a30b	ENSG00000171903	CYP4F11
ENSMUSG00000084346	ENSMUSG00000084346.5	Cyp4a30b	ENSG00000186204	CYP4F12
ENSMUSG00000084346	ENSMUSG00000084346.5	Cyp4a30b	ENSG00000187048	CYP4A11
ENSMUSG00000084346	ENSMUSG00000084346.5	Cyp4a30b	ENSG00000162365	CYP4A22
ENSMUSG00000041362	ENSMUSG00000041362.18	Shtn1	ENSG00000187164	SHTN1
ENSMUSG00000003420	ENSMUSG00000003420.9	Fcgrt	ENSG00000104870	FCGRT
ENSMUSG00000004771	ENSMUSG00000004771.13	Rab11a	ENSG00000103769	RAB11A
ENSMUSG00000077633	ENSMUSG00000077633.3	Gm22148	ENSG00000252503	RNU6-531P
ENSMUSG00000077633	ENSMUSG00000077633.3	Gm22148	ENSG00000252929	RNU6-218P
ENSMUSG00000069495	ENSMUSG00000069495.13	Epc2	ENSG00000135999	EPC2
ENSMUSG00000036550	ENSMUSG00000036550.17	Cnot1	ENSG00000125107	CNOT1
ENSMUSG00000043419	ENSMUSG00000043419.12	Rnf227	ENSG00000179859	RNF227
ENSMUSG00000040681	ENSMUSG00000040681.17	Hmgn1	ENSG00000205581	HMGN1
ENSMUSG00000023013	ENSMUSG00000023013.6	Aqp2	ENSG00000167580	AQP2
ENSMUSG00000031293	ENSMUSG00000031293.14	Rs1	ENSG00000102104	RS1
ENSMUSG00000018474	ENSMUSG00000018474.19	Chd3	ENSG00000170004	CHD3
ENSMUSG00000054940	ENSMUSG00000054940.7	Olfr137	ENSG00000204700	OR2J2
ENSMUSG00000054940	ENSMUSG00000054940.7	Olfr137	ENSG00000204702	OR2J1
ENSMUSG00000044217	ENSMUSG00000044217.18	Aqp5	ENSG00000161798	AQP5
ENSMUSG00000027852	ENSMUSG00000027852.15	Nras	ENSG00000213281	NRAS
ENSMUSG00000065495	ENSMUSG00000065495.3	Mir150	ENSG00000207782	MIR150
ENSMUSG00000053641	ENSMUSG00000053641.10	Dennd4a	ENSG00000174485	DENND4A
ENSMUSG00000031292	ENSMUSG00000031292.15	Cdkl5	ENSG00000008086	CDKL5
ENSMUSG00000003429	ENSMUSG00000003429.12	Rps11	ENSG00000142534	RPS11
ENSMUSG00000066072	ENSMUSG00000066072.14	Cyp4a10	ENSG00000171903	CYP4F11
ENSMUSG00000066072	ENSMUSG00000066072.14	Cyp4a10	ENSG00000186204	CYP4F12
ENSMUSG00000066072	ENSMUSG00000066072.14	Cyp4a10	ENSG00000187048	CYP4A11
ENSMUSG00000066072	ENSMUSG00000066072.14	Cyp4a10	ENSG00000162365	CYP4A22
ENSMUSG00000054708	ENSMUSG00000054708.18	Ankrd24	ENSG00000089847	ANKRD24
ENSMUSG00000043144	ENSMUSG00000043144.7	Aqp6	ENSG00000086159	AQP6
ENSMUSG00000029212	ENSMUSG00000029212.12	Gabrb1	ENSG00000163288	GABRB1
ENSMUSG00000045655	ENSMUSG00000045655.10	Fam216b	ENSG00000179813	FAM216B
ENSMUSG00000006356	ENSMUSG00000006356.11	Crip2	ENSG00000182809	CRIP2
ENSMUSG00000023015	ENSMUSG00000023015.15	Racgap1	ENSG00000161800	RACGAP1
ENSMUSG00000045275	ENSMUSG00000045275.18	Lca5l	ENSG00000157578	LCA5L
ENSMUSG00000064977	ENSMUSG00000064977.3	Gm26056	ENSG00000206685	RNU6-1189P
ENSMUSG00000022015	ENSMUSG00000022015.9	Tnfsf11	ENSG00000120659	TNFSF11
ENSMUSG00000070385	ENSMUSG00000070385.13	Ampd1	ENSG00000116748	AMPD1
ENSMUSG00000006270	ENSMUSG00000006270.8	Vax1	ENSG00000148704	VAX1
ENSMUSG00000093661	ENSMUSG00000093661.2	Eif4e3	ENSG00000163412	EIF4E3
ENSMUSG00000006360	ENSMUSG00000006360.12	Crip1	ENSG00000257341	AL928654.3
ENSMUSG00000006360	ENSMUSG00000006360.12	Crip1	ENSG00000213145	CRIP1
ENSMUSG00000040901	ENSMUSG00000040901.9	Kcnk18	ENSG00000186795	KCNK18
ENSMUSG00000034452	ENSMUSG00000034452.8	Slc24a1	ENSG00000074621	SLC24A1
ENSMUSG00000026764	ENSMUSG00000026764.16	Kif5c	ENSG00000168280	KIF5C
ENSMUSG00000022016	ENSMUSG00000022016.18	Akap11	ENSG00000023516	AKAP11
ENSMUSG00000025094	ENSMUSG00000025094.9	Slc18a2	ENSG00000165646	SLC18A2
ENSMUSG00000028712	ENSMUSG00000028712.13	Cyp4a31	ENSG00000171903	CYP4F11
ENSMUSG00000028712	ENSMUSG00000028712.13	Cyp4a31	ENSG00000186204	CYP4F12
ENSMUSG00000028712	ENSMUSG00000028712.13	Cyp4a31	ENSG00000187048	CYP4A11
ENSMUSG00000028712	ENSMUSG00000028712.13	Cyp4a31	ENSG00000162365	CYP4A22
ENSMUSG00000031233	ENSMUSG00000031233.7	Pgk2	ENSG00000170950	PGK2
ENSMUSG00000029213	ENSMUSG00000029213.12	Commd8	ENSG00000169019	COMMD8
ENSMUSG00000025433	ENSMUSG00000025433.8	Crisp3	ENSG00000096006	CRISP3
ENSMUSG00000040666	ENSMUSG00000040666.20	Sh3bgr	ENSG00000285815	GET1-SH3BGR
ENSMUSG00000040666	ENSMUSG00000040666.20	Sh3bgr	ENSG00000185437	SH3BGR
ENSMUSG00000072875	ENSMUSG00000072875.3	Gpr27	ENSG00000170837	GPR27
ENSMUSG00000030069	ENSMUSG00000030069.16	Prok2	ENSG00000163421	PROK2
ENSMUSG00000007379	ENSMUSG00000007379.16	Dennd2c	ENSG00000175984	DENND2C
ENSMUSG00000034263	ENSMUSG00000034263.14	Ints14	ENSG00000138614	INTS14
ENSMUSG00000055691	ENSMUSG00000055691.6	Gja6	ENSG00000152661	GJA1
ENSMUSG00000037466	ENSMUSG00000037466.14	Tedc1	ENSG00000185347	TEDC1
ENSMUSG00000025431	ENSMUSG00000025431.5	Crisp1	ENSG00000096006	CRISP3
ENSMUSG00000034731	ENSMUSG00000034731.12	Dgkh	ENSG00000102780	DGKH
ENSMUSG00000000037	ENSMUSG00000000037.18	Scml2	ENSG00000102098	SCML2
ENSMUSG00000046808	ENSMUSG00000046808.18	Atp10d	ENSG00000145246	ATP10D
ENSMUSG00000063929	ENSMUSG00000063929.7	Cyp4a32	ENSG00000171903	CYP4F11
ENSMUSG00000063929	ENSMUSG00000063929.7	Cyp4a32	ENSG00000186204	CYP4F12
ENSMUSG00000063929	ENSMUSG00000063929.7	Cyp4a32	ENSG00000187048	CYP4A11
ENSMUSG00000063929	ENSMUSG00000063929.7	Cyp4a32	ENSG00000162365	CYP4A22
ENSMUSG00000074892	ENSMUSG00000074892.10	B3galt5	ENSG00000183778	B3GALT5
ENSMUSG00000074746	ENSMUSG00000074746.4	Pdzd8	ENSG00000165650	PDZD8
ENSMUSG00000056055	ENSMUSG00000056055.14	Sag	ENSG00000130561	SAG
ENSMUSG00000028713	ENSMUSG00000028713.18	Cyp4b1	ENSG00000142973	CYP4B1
ENSMUSG00000072872	ENSMUSG00000072872.4	Rybp	ENSG00000163602	RYBP
ENSMUSG00000049036	ENSMUSG00000049036.8	Tmem121	ENSG00000184986	TMEM121
ENSMUSG00000043969	ENSMUSG00000043969.5	Emx2	ENSG00000170370	EMX2
ENSMUSG00000095079	ENSMUSG00000095079.7	Igha	ENSG00000211895	IGHA1
ENSMUSG00000095079	ENSMUSG00000095079.7	Igha	ENSG00000211890	IGHA2
ENSMUSG00000119764	ENSMUSG00000119764.1	AC221015.36	ENSG00000207014	SNORD116-3
